seed_lot_id,crossing_id,seed_lot_code,pollinated_date,harvested_date,created_at
SL-P-AA9AC1EE9B4F-26A,KRS-P-AA9AC1EE9B4F,26A,2026-08-18,,2026-08-25T15:58:56.260Z
