sow_batch_id,seed_lot_id,sow_code,sown_date,seeds_sown,pot_count,germinated_count,last_individual_number,created_at
SB-P-AA9AC1EE9B4F-26A-B01,SL-P-AA9AC1EE9B4F-26A,B01,2026-09-12,14,2,0,0,2026-09-12T10:00:00Z
